make,model,year,mileage,city,color,trans,price
Toyota,Camry,2019,13713,Jeddah,Gold,Automatic,95000
Gmc,Acadia,2018,31000,Jeddah,White,Automatic,95000
Dodge,Charger,2019,29000,Riyadh,Brown,Automatic,95000
Ford,Mustang,2016,65000,Jeddah,Red,Automatic,95000
Toyota,Camry,2019,28516,Unaizah,Green,Manual,95000
Dodge,Charger,2017,2769,Riyadh,Gray,Automatic,94500
Dodge,Charger,2017,3996,Riyadh,Orange,Automatic,94000
Mazda,6,2018,43000,Jeddah,Gray,Automatic,94000
Hyundai,Santa Fe,2019,15000,Jeddah,Silver,Automatic,94000
Ford,Mustang,2016,93000,Riyadh,Blue,Automatic,94000
Hyundai,Santafe,2019,13051,Jeddah,Silver,Automatic,94000
Mazda,6,2018,44613,Jeddah,Grey,Automatic,94000
Ford,Explorer Xlt,2016,110000,Jeddah,Blue,Automatic,94000
Honda,Accord,2016,38000,Jeddah,Beige,Automatic,94000
Chevrolet,Suburban,2012,46991,Dammam,Black,Automatic,94000
Nissan,X-Trail,2018,10000,Jeddah,Black,Automatic,94000
Honda,Accord,2016,38000,Jeddah,White,Automatic,94000
Chevrolet,Suburban,2012,47000,Dammam,Black,Automatic,94000
Lexus,Rx,2013,44252,Jeddah,Brown,Automatic,94000
Nissan,Pathfinder,2019,344591,Hail,Red,Automatic,94000
Land Rover,Discovery Sport,2016,50000,Jeddah,Grey,Automatic,94000
Honda,Accord,2016,37222,Jeddah,White,Automatic,94000
Toyota,Prado Tx-L,2015,155000,Riyadh,White,Automatic,94000
Toyota,Prado Tx-L,2016,123000,Dammam,White,Automatic,93000
Hyundai,Genesis,2015,58514,Jeddah,White,Automatic,93000
Hyundai,Genesis,2015,58000,Jeddah,Black,Automatic,93000
Honda,Odyssey,2018,55000,Jeddah,Purple,Automatic,93000
Chrysler,300,2017,3419,Riyadh,Dark Gray,Automatic,93000
Ford,Edge,2018,92000,Jeddah,Golden,Automatic,93000
Honda,Odyssey,2018,55000,Riyadh,White,Automatic,93000
Toyota,Camry,2019,10000,Jeddah,White,Automatic,93000
Toyota,Camry,2020,1200,Jeddah,White,Automatic,93000
Honda,Civic,2020,3000,Jeddah,Blue,Automatic,93000
Honda,Odyssey,2018,56844,Jeddah,Purple,Automatic,93000
Honda,Accord,2018,4000,Jeddah,Beige,Automatic,93000
Honda,Accord Coupe,2017,10291,Jeddah,Red,Automatic,93000
Hyundai,Genesis,2015,58000,Jeddah,White,Automatic,93000
Toyota,Avalon,2016,144000,Riyadh,White,Automatic,93000
Lexus,Es350,2013,179000,Riyadh,White,Automatic,93000
Hyundai,Sonata,2020,23000,Jeddah,White,Automatic,93000
Lexus,Is,2014,94476,Jeddah,Silver,Automatic,93000
Lexus,Es,2015,163440,Jeddah,White,Automatic,93000
Chevrolet,Silverado,2014,44168,Riyadh,Brown,Automatic,93000
Lexus,Is350,2014,97000,Jeddah,Silver,Automatic,93000
Toyota,Land Cruiser,2013,184495,Dammam,White,Automatic,93000
Lexus,Es350,2015,160000,Jeddah,White,Automatic,93000
Hyundai,Azera,2018,55000,Jeddah,Dark Blue,Automatic,93000
Toyota,Camry,2020,3037,Jeddah,White,Automatic,93000
Lexus,Is,2014,74447,Jeddah,White,Automatic,92500
Toyota,Hiace Bus,2017,41,Jeddah,White,Manual,92350
Toyota,Rav 4,2018,17000,Jeddah,Beige,Automatic,92000
Ford,Taurus,2017,33000,Riyadh,White,Automatic,92000
Honda,Accord,2019,296348,Taif,White,Automatic,92000
Ford,Explorer,2014,92000,Riyadh,White,Automatic,92000
Land Rover,Sport,2013,117183,Riyadh,Blue,Automatic,92000
Nissan,Patrol,2015,35278,Riyadh,White,Automatic,92000
Ford,F 150,2016,131000,Jeddah,Blue,Automatic,92000
Toyota,Rav 4,2019,46000,Jeddah,White,Automatic,92000
Honda,Odyssey,2019,344060,Qurayyat,Silver,Automatic,92000
Lexus,Ls460,2008,140000,Jeddah,White,Automatic,92000
Land Rover,Range Rover,2013,104000,Riyadh,Blue Sky,Automatic,92000
Toyota,Camry,2020,1000,Jeddah,Blue,Automatic,92000
Ford,Explorer,2013,40771,Riyadh,White,Automatic,92000
Jeep,Grand Cherokee Limited,2014,59000,Jeddah,White,Automatic,92000
Jeep,Grand Cherokee,2015,86000,Jeddah,Silver,Automatic,92000
Toyota,Hilux,2016,51484,Dammam,White,Manual,92000
Ford,Explorer,2014,96413,Riyadh,White,Automatic,92000
Ford,Taurus,2016,22673,Makkah,White,Automatic,92000
Jeep,Grand Cherokee,2017,76329,Jeddah,Black,Automatic,92000
Toyota,Heise,2017,57213,Jeddah,White,Manual,92000
Jeep,Grand Cherokee,2015,87750,Jeddah,Silver,Automatic,92000
Mitsubishi,Pajero,2018,24000,Jeddah,Grey,Automatic,92000
Mitsubishi,Montero,2019,5885,Al Khobar,Grey,Automatic,92000
Ford,Explorer Limited,2016,113000,Riyadh,Gold,Automatic,92000
Toyota,Camry,2020,1203,Jeddah,Blue,Automatic,92000
Toyota,Heise,2017,60000,Jeddah,White,Manual,92000
Honda,Odyssey,2014,96000,Riyadh,White,Automatic,92000
Chevrolet,Camaro Rs,2016,97000,Dammam,White,Automatic,92000
Chevrolet,Tahoe,2013,114775,Jeddah,White,Automatic,91500
Hyundai,Sonata,2018,700,Jeddah,Gray,Automatic,91000
Gmc,Yukon,2011,99859,Jeddah,White,Automatic,91000
Hyundai,Sonata,2018,1148,Jeddah,Grey,Automatic,91000
Toyota,Avalon,2016,87876,Jeddah,White,Automatic,91000
Toyota,Camry Gle,2018,58000,Jeddah,Black,Automatic,91000
Toyota,Camry Gle,2018,58000,Jeddah,Grey,Automatic,91000
Toyota,Prado,2014,152974,Dammam,Silver,Automatic,91000
Toyota,Avalon,2017,101000,Jeddah,Black,Automatic,90900
Hyundai,Genesis,2015,17000,Riyadh,White,Automatic,90000
Infiniti,Q50,2018,44000,Jeddah,Red,Automatic,90000
Chrysler,300,2014,107227,Riyadh,Grey,Automatic,90000
Nissan,Patrol Se,2016,128000,Riyadh,Black,Automatic,90000
Toyota,Avalon,2012,120699,Jeddah,White,Automatic,90000
Ford,Expedition,2010,163329,Jeddah,White,Automatic,90000
Hyundai,Genesis,2015,18582,Riyadh,White,Automatic,90000
Mazda,Cx9,2016,51000,Jeddah,White,Automatic,90000
Lincoln,Continental,2017,98000,Sharqiya,White,Automatic,90000
Jeep,Wrangler Rubicon,2015,90000,Riyadh,Black,Automatic,90000
Hyundai,Genesis,2015,111000,Jeddah,Golden,Automatic,90000
Chevrolet,Tahoe,2011,150000,Riyadh,Golden,Automatic,90000
Mitsubishi,Eclipse Cross,2020,4951,Al Khobar,Silver,Automatic,90000
Chevrolet,Tahoe,2015,132000,Jeddah,Black,Automatic,90000
Dodge,Durango,2017,18765,Riyadh,Gray,Automatic,90000
Toyota,Camry,2019,17018,Jeddah,White,Automatic,90000
Nissan,Patrol Pickup,2019,289357,Al Riyadh,White,Manual,90000
Land Rover,Sport,2010,130106,Dammam,Silver,Automatic,90000
Lexus,Gs,2009,142456,Riyadh,White,Automatic,90000
Chevrolet,Tahoe,2011,383052,Riyadh,Black,Automatic,90000
Toyota,Prado,2013,174975,Jeddah,Silver,Automatic,90000
Lexus,Es,2015,147161,Jeddah,Black,Automatic,90000
Volkswagen,Gti,2016,60000,Sharqiya,Grey,Automatic,90000
Dodge,Charger,2016,76958,Abha,White,Automatic,90000
Chevrolet,Suburban,2015,169000,Jeddah,White,Automatic,90000
Lexus,Ls,2011,75068,Dammam,Grey,Automatic,90000
Infiniti,Q50,2016,434,Riyadh,White,Automatic,90000
Hyundai,Elantra,2019,266208,Al Riyadh,White,Manual,90000
Volkswagen,Passat,2018,20000,Jeddah,Black,Automatic,90000
Toyota,Fortuner,2017,46000,Jeddah,White,Automatic,90000
Toyota,Avalon,2012,125000,Jeddah,White,Automatic,90000
Lexus,Es350,2014,213000,Jeddah,Silver,Automatic,90000
Lexus,Is,2016,113461,Jeddah,Red,Automatic,90000
Chevrolet,Impala,2016,47000,Riyadh,Black,Automatic,90000
Honda,Accord,2017,78000,Riyadh,Blue,Automatic,90000
Honda,Accord,2018,60000,Riyadh,White,Automatic,90000
Toyota,Hilux,2017,29000,Riyadh,Black,Manual,90000
Lexus,Es,2013,129966,Rabigh,Brown,Automatic,90000
Toyota,Prado,2015,113282,Dammam,White,Automatic,90000
Honda,Accord,2018,67636,Riyadh,Grey,Automatic,90000
Toyota,Prado,2013,170000,Jeddah,Silver,Automatic,90000
Ford,Expedition Xlt,2016,110000,Riyadh,Grey,Automatic,90000
Volkswagen,Tiguan,2018,55000,Jeddah,Grey,Automatic,90000
Honda,Accord,2017,77346,Riyadh,Blue,Automatic,90000
Land Rover,Sport,2015,43569,Riyadh,Black,Automatic,90000
Land Rover,Range Rover,2015,42000,Riyadh,Black,Automatic,90000
Toyota,Land Cruiser Gxr,2011,245000,Riyadh,White,Automatic,90000
Gmc,Acadia,2009,82389,Dammam,White,Automatic,90000
Toyota,Avalon,2012,76504,Jeddah,White,Automatic,90000
Lexus,Lx,2007,235982,Dammam,Yellow,Automatic,90000
Toyota,Fortuner,2018,43000,Jeddah,White,Automatic,90000
Lexus,Es350,2014,133000,Jeddah,Silver,Automatic,90000
Toyota,Avalon,2012,73000,Jeddah,White,Automatic,90000
Dodge,Durango,2014,29528,Jeddah,Grey,Automatic,90000
Ford,F 150 Raptor,2013,172000,Riyadh,Red,Automatic,90000
Toyota,Fj Cruiser,2015,100000,Jeddah,Beige,Automatic,90000
Chevrolet,Tahoe,2015,193759,Dammam,Silver,Automatic,90000
Lexus,Is350,2016,105000,Jeddah,Red,Automatic,90000
Toyota,Landcruiser Pick Up,2014,81783,Riyadh,Beige,Manual,90000
Honda,Accord,2018,60000,Riyadh,Dark Gray,Automatic,90000
Cadillac,Ats,2015,47000,Jeddah,Blue,Automatic,90000
Lexus,Rx,2014,180048,Riyadh,White,Automatic,90000
Volkswagen,Gti,2016,60000,Sharqiya,White,Automatic,90000
Honda,Accord,2019,700,Jeddah,Silver,Automatic,90000
Nissan,Patrol,2013,193779,Dammam,White,Automatic,90000
Hyundai,Centennial,2014,57000,Sharqiya,White,Automatic,90000
Chevrolet,Tahoe,2014,138564,Dammam,Black,Automatic,90000
Toyota,Land Cruiser,2011,150000,Jeddah,White,Automatic,90000
Toyota,Land Cruiser Gxr,2011,244000,Riyadh,Beige,Automatic,90000
Mercury,Marquis,2019,289631,Al Riyadh,Gold,Automatic,90000
Toyota,Camry,2019,13000,Jeddah,White,Automatic,90000
Mazda,6,2018,13000,Jeddah,Dark Blue,Automatic,90000
Lexus,Es350,2015,142000,Jeddah,Black,Automatic,90000
Toyota,Sequoia,2014,142711,Jeddah,White,Automatic,90000
Mini,Cooper S,2016,39500,Riyadh,White,Automatic,89950
Lexus,Rx350,2015,105000,Jeddah,Maroon,Automatic,89900
Ford,Taurus,2017,60000,Jeddah,Gray,Automatic,89500
Gmc,Yukon,2013,111216,Jeddah,White,Automatic,89500
Jeep,Grand Cherokee,2017,77000,Jeddah,Black,Automatic,89000
Hyundai,Santa Fe,2018,64000,Jeddah,Black,Automatic,89000
Land Rover,Discovery,2015,79000,Sharqiya,Brown,Automatic,89000
Toyota,Sequoia,2010,124000,Jeddah,Brown,Automatic,89000
Mazda,Cx9,2016,95000,Jeddah,Black,Automatic,89000
Mazda,Cx9,2016,93125,Jeddah,Black,Automatic,89000
Lexus,Gs,2009,86179,Dammam,Silver,Automatic,89000
Suzuki,Jimny,2020,3000,Sharqiya,White,Manual,89000
Ford,Explorer Xlt,2016,115000,Riyadh,White,Automatic,89000
Ford,Mustang,2016,93000,Riyadh,White,Automatic,89000
Nissan,Pathfinder,2018,20000,Sharqiya,White,Automatic,89000
Toyota,Avalon,2016,185432,Jeddah,Brown,Automatic,89000
Dodge,Charger Sxt,2017,85000,Jeddah,Blue,Automatic,89000
Nissan,Pathfinder,2018,20000,Sharqiya,Silver,Automatic,89000
Gmc,Yukon,2019,251400,Taif,Blue,Automatic,89000
Chevrolet,Traverse Ltz,2016,154000,Sharqiya,Red,Automatic,89000
Ford,Expedition Limited,2015,188000,Riyadh,Maroon,Automatic,89000
Lexus,Rx,2015,131529,Jeddah,White,Automatic,89000
Toyota,Avalon,2016,185000,Jeddah,Maroon,Automatic,89000
Honda,Odyssey,2016,60000,Jeddah,Grey,Automatic,89000
Ford,Expedition,2016,163514,Jeddah,Brown,Automatic,89000
Gmc,Yukon,2011,118573,Riyadh,White,Automatic,89000
Toyota,Avalon,2016,185000,Jeddah,Maroon,Automatic,89000
Gmc,Yukon,2019,237156,Al Riyadh,White,Automatic,89000
Hyundai,Sonata,2019,7000,Jeddah,Silver,Automatic,89000
Lexus,Rx350,2015,132000,Jeddah,White,Automatic,89000
Mazda,Cx5,2020,19587,Dammam,Grey,Automatic,89000
Toyota,Rav 4,2017,5000,Jeddah,Black,Automatic,89000
Dodge,Charger Sxt,2017,85000,Dammam,Grey,Automatic,89000
Ford,Taurus Sel,2018,82000,Riyadh,White,Automatic,89000
Hyundai,Santafe,2018,66834,Jeddah,Black,Automatic,89000
Chevrolet,Camaro,2016,95551,Jeddah,Red,Automatic,89000
Land Rover,Discovery Sport,2015,79000,Sharqiya,White,Automatic,89000
Ford,Explorer Limited,2016,156000,Sharqiya,Green,Automatic,89000
Jaguar,Xe,2016,19000,Riyadh,Blue,Automatic,88800
Toyota,Fortuner,2016,27255,Jeddah,Grey,Automatic,88550
Gmc,Yukon,2011,93236,Jeddah,White,Automatic,88500
Chevrolet,Suburban,2011,110000,Dammam,Silver,Automatic,88500
Chevrolet,Suburban,2011,105081,Riyadh,Silver,Automatic,88500
Toyota,Hilux,2020,369,Riyadh,White,Manual,88270
Mazda,Cx9,2015,37986,Jeddah,Brown,Automatic,88000
Isuzu,Pickup,2019,196886,Khamis Mushait,White,Manual,88000
Chevrolet,Camaro,2017,83000,Jeddah,Black,Automatic,88000
Toyota,Avalon,2015,144000,Jeddah,White,Automatic,88000
Kia,Mohave,2017,19000,Jeddah,Dark Blue,Automatic,88000
Hyundai,Santa Fe,2019,44000,Riyadh,White,Automatic,88000
Chevrolet,Caprice,2016,63431,Riyadh,Black,Automatic,88000
Gmc,Yukon,2014,191000,Jeddah,White,Automatic,88000
Nissan,Patrol,2014,192834,Dammam,Silver,Automatic,88000
Chevrolet,Caprice,2016,69795,Riyadh,Silver,Automatic,88000
Hyundai,Genesis,2016,184000,Jeddah,Gray,Automatic,88000
Chevrolet,Caprice,2016,55048,Riyadh,White,Automatic,88000
Chrysler,300,2017,107000,Jeddah,Black,Automatic,88000
Hyundai,Santa Fe,2019,36000,Riyadh,Gray,Automatic,88000
Jeep,Grand Cherokee,2015,77000,Jeddah,White,Automatic,88000
Ford,Taurus,2016,11000,Riyadh,White,Automatic,88000
Volkswagen,Touareg,2014,149146,Jeddah,Silver,Automatic,88000
Lexus,Nx200T,2015,119500,Riyadh,Black,Automatic,88000
Toyota,Camry,2018,67000,Jeddah,White,Automatic,88000
Toyota,Fj Cruiser,2015,158209,Riyadh,White,Automatic,88000
Lexus,Es,2015,109065,Jeddah,White,Automatic,88000
Lexus,Es350,2015,107000,Jeddah,White,Automatic,88000
Ford,Mustang,2016,94000,Jeddah,Grey,Automatic,88000
Honda,Accord,2017,88175,Riyadh,Blue,Automatic,88000
Nissan,Datsun,2019,206078,Al Riyadh,White,Manual,88000
Hyundai,Genesis,2016,182259,Jeddah,Grey,Automatic,88000
Kia,Cadenza,2020,8483,Jeddah,Grey,Automatic,88000
Jaguar,Xjl,2013,92000,Sharqiya,Black,Automatic,88000
Lexus,Ls460,2011,112000,Jeddah,Dark Blue,Automatic,88000
Nissan,370Z,2015,28014,Riyadh,Red,Automatic,88000
Chevrolet,Tahoe,2013,111570,Jeddah,White,Automatic,88000
Toyota,Camry,2018,68790,Jeddah,White,Automatic,88000
Toyota,Sequoia,2012,76609,Dammam,White,Automatic,88000
Toyota,Land Cruiser Exr,2014,107211,Sharqiya,Silver,Automatic,88000
Toyota,Hilux,2016,85000,Riyadh,White,Automatic,88000
Toyota,Fj Cruiser,2015,150000,Riyadh,White,Automatic,88000
Ford,Explorer,2016,140000,Jeddah,White,Automatic,88000
Gmc,Yukon,2014,194488,Jeddah,White,Automatic,88000
Mazda,Cx5,2020,12000,Jeddah,White,Automatic,88000
Kia,Cadenza,2020,9000,Jeddah,Gray,Automatic,88000
Mazda,Cx9,2016,40000,Jeddah,Brown,Automatic,88000
Honda,Accord,2017,87000,Riyadh,Blue,Automatic,88000
Hyundai,Santa Fe,2019,40000,Riyadh,Silver,Automatic,88000
Kia,Mohave,2017,10192,Jeddah,Blue,Automatic,88000
Mazda,Cx9,2016,40200,Jeddah,Brown,Automatic,88000
Toyota,Prado,2015,107343,Dammam,White,Automatic,88000
Toyota,Prado Exr,2017,22000,Jeddah,Grey,Automatic,88000
Chevrolet,Caprice,2016,52000,Riyadh,White,Automatic,88000
Toyota,Sequoia,2015,89211,Riyadh,White,Automatic,88000
Chevrolet,Caprice,2016,52000,Riyadh,White,Automatic,88000
Toyota,Land Cruiser,2010,229542,Dammam,White,Automatic,88000
Toyota,Camry Gle,2018,67000,Jeddah,White,Automatic,88000
Toyota,Camry,2019,13570,Jeddah,Gold,Automatic,88000
Nissan,370Z,2015,24000,Riyadh,Red,Automatic,88000
Hyundai,Genesis,2015,154000,Riyadh,Gold,Automatic,88000
Lexus,Ls,2011,103717,Jeddah,Blue,Automatic,88000
Dodge,Ram 1500 Hemi,2017,33000,Dammam,Grey,Automatic,88000
Toyota,Prado,2014,102669,Al Khobar,White,Automatic,88000
Chevrolet,Caprice,2014,39074,Riyadh,Silver,Automatic,88000
Toyota,Camry,2019,18000,Jeddah,Golden,Automatic,88000
Toyota,Avalon,2015,144175,Jeddah,White,Automatic,88000
Chevrolet,Caprice,2016,60000,Riyadh,Silver,Automatic,88000
Volkswagen,Passat,2018,22733,Jeddah,Black,Automatic,87410
Toyota,Camry,2018,59034,Jeddah,White,Automatic,87150
Toyota,Avalon,2011,96559,Jeddah,White,Automatic,87000
Mazda,6,2018,60000,Riyadh,Dark Blue,Automatic,87000
Honda,Accord,2018,66000,Jeddah,White,Automatic,87000
Dodge,Charger,2016,85000,Riyadh,Red,Automatic,87000
Jeep,Wrangler Sport,2016,57000,Sharqiya,Black,Manual,87000
Chrysler,300,2015,100000,Riyadh,Green,Automatic,87000
Ford,Explorer,2017,125000,Jeddah,Black,Automatic,87000
Nissan,Maxima,2017,31489,Jeddah,White,Automatic,87000
Toyota,Prado,2015,124000,Riyadh,Black,Automatic,87000
Toyota,Heise,2017,348000,Sharqiya,Gold,Manual,87000
Lexus,Es,2013,110516,Jeddah,White,Automatic,87000
Nissan,Maxima,2017,35000,Jeddah,White,Automatic,87000
Lexus,Es350,2013,115000,Jeddah,White,Automatic,87000
Hyundai,Azera,2019,13000,Riyadh,White,Automatic,87000
Ford,Mustang,2013,134979,Dammam,Red,Automatic,87000
Honda,Accord,2018,60625,Jeddah,White,Automatic,87000
Toyota,Prado,2015,123650,Riyadh,Black,Automatic,87000
Hyundai,Azera,2018,147385,Riyadh,Black,Automatic,87000
Ford,Taurus,2018,4110,Riyadh,White,Automatic,87000
Chevrolet,Impala,2018,17859,Jeddah,White,Automatic,87000
Chevrolet,Impala,2018,13000,Jeddah,White,Automatic,87000
Ford,Taurus Limited,2015,80000,Jeddah,Blue,Automatic,87000
Toyota,Prado,2016,97000,Jeddah,Black,Automatic,87000
Mazda,6,2018,68325,Riyadh,Blue,Automatic,87000
Lexus,Es350,2011,11000,Jeddah,White,Automatic,87000
Ford,Taurus Sho,2015,112000,Riyadh,Silver,Automatic,87000
Toyota,Avalon,2011,95000,Jeddah,White,Automatic,87000
Lexus,Es350,2014,90000,Jeddah,Black,Automatic,87000
Dodge,Charger,2016,86221,Riyadh,Red,Automatic,87000
Chrysler,300,2015,87000,Jeddah,Dark Gray,Automatic,86900
Chrysler,300,2015,85227,Jeddah,Grey,Automatic,86900
Chevrolet,Suburban,2012,115881,Jeddah,White,Automatic,86500
Toyota,Land Cruiser,2016,151561,Riyadh,Beige,Manual,86141
Toyota,Landcruiser Pick Up,2016,153901,Riyadh,Beige,Manual,86141
Ford,Mustang,2015,148000,Jeddah,Silver,Automatic,86000
Toyota,Heise,2017,125000,Sharqiya,Black,Manual,86000
Toyota,Innova,2020,22000,Jeddah,White,Automatic,86000
Honda,Odyssey,2015,19000,Jeddah,Blue,Automatic,86000
Chevrolet,Traverse,2018,41027,Jeddah,Brown,Automatic,86000
Dodge,Charger,2018,3112,Riyadh,Silver,Automatic,86000
Toyota,Innova,2020,23468,Jeddah,White,Automatic,86000
Toyota,Avalon,2017,84000,Sharqiya,Gold,Automatic,86000
Honda,Accord,2018,2088,Jeddah,Red,Automatic,86000
Toyota,Camry,2017,6,Dammam,Silver,Automatic,86000
Chevrolet,Traverse,2018,47000,Jeddah,White,Automatic,86000
Honda,Accord,2018,3000,Jeddah,Red,Automatic,86000
Volkswagen,Passat,2018,19120,Jeddah,White,Automatic,86000
Ford,Explorer,2017,158484,Jeddah,Black,Automatic,86000
Chevrolet,Travers,2018,47000,Jeddah,Dark Brown,Automatic,86000
Toyota,Avalon,2017,84000,Sharqiya,Beige,Automatic,86000
Dodge,Charger,2018,107000,Dammam,White,Automatic,85999
Chrysler,Grand Voyager,2016,66320,Jeddah,Black,Automatic,85129
Jeep,Grand Cherokee Limited,2014,111500,Dammam,Red,Automatic,85000
Dodge,Charger,2018,39000,Jeddah,White,Automatic,85000
Chevrolet,Tahoe,2015,193329,Dammam,Gold,Automatic,85000
Ford,Taurus Sel,2018,88000,Sharqiya,Gold,Automatic,85000
Lexus,Es350,2015,193000,Riyadh,White,Automatic,85000
Gmc,Yukon,2008,122000,Dammam,White,Automatic,85000
Honda,Accord,2017,78819,Jeddah,Brown,Automatic,85000
Honda,Accord,2017,154000,Jeddah,White,Automatic,85000
Nissan,Patrol,2015,390675,Jeddah,White,Automatic,85000
Toyota,Hilux,2016,52000,Jeddah,White,Manual,85000
Kia,Carnival,2018,26016,Jeddah,Blue,Automatic,85000
Chevrolet,Tahoe,2015,195000,Dammam,Golden,Automatic,85000
Toyota,Prado,2015,101000,Jeddah,White,Automatic,85000
Nissan,Altima,2017,53000,Jeddah,Silver,Automatic,85000
Chevrolet,Suburban,2010,133357,Jeddah,White,Automatic,85000
Lexus,Ls460L,2011,200000,Riyadh,Black,Automatic,85000
Ford,Expedition,2016,118266,Jeddah,White,Automatic,85000
Toyota,Avalon,2015,120000,Jeddah,White,Automatic,85000
Lexus,Ls460L,2008,205000,Riyadh,Blue,Automatic,85000
Mitsubishi,Montero,2017,1000,Jeddah,Blue,Automatic,85000
Ford,Expedition,2014,36000,Riyadh,Gray,Automatic,85000
Mazda,Cx9,2015,93323,Riyadh,Black,Automatic,85000
Ford,Mustang,2015,148000,Jeddah,Silver,Automatic,85000
Ford,Taurus Sel,2017,31000,Jeddah,Grey,Automatic,85000
Volkswagen,Golf,2016,40670,Jeddah,White,Automatic,85000
Toyota,Sequoia Limited,2013,193000,Riyadh,White,Automatic,85000
Gmc,Yukon,2014,53000,Riyadh,Brown,Automatic,85000
Dodge,Charger Sxt,2018,5700,Riyadh,Gold,Automatic,85000
Toyota,Camry,2019,23992,Jeddah,Brown,Automatic,85000
Nissan,Maxima,2016,89400,Riyadh,Silver,Automatic,85000
Ford,Taurus,2017,69000,Jeddah,Silver,Automatic,85000
Suzuki,Jimny,2020,14000,Jeddah,Maroon,Automatic,85000
Hyundai,Santa Fe,2018,48000,Riyadh,White,Automatic,85000
Chevrolet,Caprice,2016,77465,Riyadh,White,Automatic,85000
Toyota,Hilux,2015,431329,Dammam,White,Manual,85000
Toyota,Fj Cruiser 2,2012,83000,Jeddah,Maroon,Automatic,85000
Honda,Odyssey,2018,75000,Riyadh,Silver,Automatic,85000
Nissan,Pathfinder,2019,1034,Al Riyadh,Green,Manual,85000
Ford,Expedition,2015,150000,Jeddah,White,Automatic,85000
Jaguar,Xjl,2014,74000,Riyadh,White,Automatic,85000
Hyundai,Sonata,2020,14664,Jeddah,White,Automatic,85000
Kia,Optima,2020,2474,Jeddah,Blue,Automatic,85000
Ford,Edge,2014,55878,Dammam,White,Automatic,85000
Hyundai,Santa Fe,2018,50000,Jeddah,White,Automatic,85000
Hyundai,Centennial,2014,125818,Jeddah,Black,Automatic,85000
Toyota,Fortuner,2014,25069,Dammam,Grey,Automatic,85000
Volkswagen,Beetle,2013,13000,Jeddah,White,Automatic,85000
Hyundai,Azera,2018,69000,Riyadh,Gray,Automatic,85000
Mazda,Cx5,2019,16587,Jeddah,Grey,Automatic,85000
Hyundai,Sonata,2020,11000,Jeddah,White,Automatic,85000
Dodge,Charger,2015,129145,Riyadh,White,Automatic,85000
Hyundai,Centennial,2014,125000,Jeddah,Black,Automatic,85000
Jeep,Grand Cherokee Limited,2015,90000,Jeddah,White,Automatic,85000
Chevrolet,Suburban,2010,127629,Riyadh,White,Automatic,85000
Jaguar,Xe,2017,47000,Jeddah,White,Automatic,85000
Chevrolet,Impala Ltz,2015,91000,Riyadh,Beige,Automatic,85000
Dodge,Charger R/T,2015,122000,Riyadh,Beige,Automatic,85000
Hyundai,Santafe,2018,51135,Jeddah,White,Automatic,85000
Hyundai,Tucson,2019,16000,Jeddah,Gray,Automatic,85000
Suzuki,Carry,2019,54686,Mecca,White,Manual,85000
Lexus,Es,2006,476,Jeddah,Blue,Automatic,85000
Infiniti,Q30,2017,7578,Jeddah,Brown,Automatic,85000
Ford,Expedition,2013,56102,Riyadh,White,Automatic,85000
Ford,Explorer,2017,91000,Jeddah,Silver,Automatic,85000
Infiniti,Qx60,2015,42000,Riyadh,Red,Automatic,85000
